transaction_id,parent,parent_type,child,child_type,rel_type,date,
transaction_id,parent,parent_type,child,child_type,rel_type,date,description
2412/08_tr_460,Minister of Plantation and Community Infrastructure,minister,Tea Shakthi Fund,minister,minister,2024-11-25,
2412/08_tr_461,Minister of Plantation and Community Infrastructure,minister,Thurusaviya Fund,minister,minister,2024-11-25,
2412/08_tr_462,Minister of Plantation and Community Infrastructure,minister,Sri Lanka Cashew Corporation,minister,minister,2024-11-25,
2412/08_tr_463,Minister of Plantation and Community Infrastructure,minister,Spices and Allied Products Marketing Board,minister,minister,2024-11-25,
2412/08_tr_464,Minister of Plantation and Community Infrastructure,minister,Coconut Cultivation Board,minister,minister,2024-11-25,
2412/08_tr_465,Minister of Plantation and Community Infrastructure,minister,Coconut Development Authority,minister,minister,2024-11-25,
2412/08_tr_466,Minister of Plantation and Community Infrastructure,minister,Coconut Research Institute,minister,minister,2024-11-25,
2412/08_tr_467,Minister of Plantation and Community Infrastructure,minister,Palmyrah Development Board,minister,minister,2024-11-25,
2412/08_tr_468,Minister of Plantation and Community Infrastructure,minister,Kithul Development Board,minister,minister,2024-11-25,
2412/08_tr_469,Minister of Plantation and Community Infrastructure,minister,Kapruka Fund,minister,minister,2024-11-25,
2412/08_tr_470,Minister of Plantation and Community Infrastructure,minister,Department of Cinnamon Development,minister,minister,2024-11-25,
2412/08_tr_471,Minister of Plantation and Community Infrastructure,minister,Janatha Estate Development Board,minister,minister,2024-11-25,
2412/08_tr_472,Minister of Plantation and Community Infrastructure,minister,Kalubovitiyana Tea Factory Ltd,minister,minister,2024-11-25,
2412/08_tr_473,Minister of Plantation and Community Infrastructure,minister,Sri Lanka State Plantation Corporation,minister,minister,2024-11-25,
2412/08_tr_474,Minister of Plantation and Community Infrastructure,minister,Elkaduwa Plantation Company Ltd,minister,minister,2024-11-25,
2412/08_tr_475,Minister of Plantation and Community Infrastructure,minister,Kurunegala Plantation Company Ltd,minister,minister,2024-11-25,
2412/08_tr_476,Minister of Plantation and Community Infrastructure,minister,Chilaw Plantation Company Ltd,minister,minister,2024-11-25,
2412/08_tr_477,Minister of Youth Affairs and Sports,minister,National Youth Services Council,minister,minister,2024-11-25,
2412/08_tr_478,Minister of Youth Affairs and Sports,minister,National Youth Corps,minister,minister,2024-11-25,
2412/08_tr_479,Minister of Youth Affairs and Sports,minister,National Youths Services Cooperative Society Limited,minister,minister,2024-11-25,
2412/08_tr_480,Minister of Youth Affairs and Sports,minister,National Centre for Leadership Development,minister,minister,2024-11-25,
2412/08_tr_481,Minister of Youth Affairs and Sports,minister,Department of Sports Development,minister,minister,2024-11-25,
2412/08_tr_482,Minister of Youth Affairs and Sports,minister,National Sports Council,minister,minister,2024-11-25,
2412/08_tr_483,Minister of Youth Affairs and Sports,minister,National Institute of Sports Science,minister,minister,2024-11-25,
2412/08_tr_484,Minister of Youth Affairs and Sports,minister,Sugathadasa National Sports Complex Authority,minister,minister,2024-11-25,
2412/08_tr_485,Minister of Youth Affairs and Sports,minister,Institute of Sports Medicine,minister,minister,2024-11-25,
2412/08_tr_486,Minister of Youth Affairs and Sports,minister,Sri Lanka Anti-doping Agency,minister,minister,2024-11-25,
